id,customer_tweet_id,customer_message,intent
59,1828006,"@AppleSupport the new iOS is atrocious! The clock is wrong often, gmail notifications r taking hours to show correct count. Please fix ASAP.",notifications_messages
60,1760170,@AppleSupport iOS 11.1 won’t even update on my phone.. it says I lost internet connection when I didn’t?? https://t.co/FOlucae6mG,wifi_connectivity
61,593561,"@AppleSupport hi, I have an iPhone X and Apple Watch 3, when I have the Apple Watch on my wrist, notifications do not appear on my IPhone. How do I set it up so I get notifications on both devices at the same time? I sometimes miss stuff",notifications_messages
62,248726,@AppleSupport Both of the network’s[Wifi and cellular] have a speed of 4-5 mbs,wifi_connectivity
63,398841,"@AppleSupport apple pencil has stopped working despite being charged and connected to ipad, any advice?",app_issues
64,1368992,Never had an issue charging but with iOS 11 it randomly stops charging &amp; WHY does the Bluetooth switch itself on all the time! @AppleSupport,software_ios
65,598134,Aaaaargh @AppleSupport je vais m'arracher les cheveux 😤 impossible d'obtenir une facture pour un produit acheté aux USA pour ma société dans un de vos Apple Store. Je fais comment ?? 🤔,app_issues
66,481758,@AppleSupport how long must I wait for iCloud to stop telling me that the birthday is invalid? Just because I hit the wrong year? That is very annoying when signing up for an iCloud account,icloud_apple_id
67,6831,@AppleSupport How bout fixing  the battery issues first  it sucks ass bout to get an android phone,battery_charging
68,848106,@AppleSupport How do you get a new passcode if you forget it along with your security questions?,security_fraud
69,1060541,I don’t fucking see why I need internet to load pictures and videos that are saved on my phone @115858,wifi_connectivity
70,2291639,@AppleSupport She says it’s showing but when she goes to purchase in game pieces it possibly won’t do it. She recently lost her debit card and is waiting for a new one. She just got the X. Maybe she has to verify herself?,app_store_purchases
71,112813,"@AppleSupport hi you guys, can you finally fix the problem with battery drain on iphone 6? thx",battery_charging
72,162734,"@AppleSupport  Hi, I made a transaction twice by mistake, please refund. All details at the photo https://t.co/K3GxrVC3LM",app_store_purchases
73,1979879,@AppleSupport why is there no icon so I can delete the notifications??????????????? Happens all the time https://t.co/BRg3wsitJC,notifications_messages
74,1857926,Is anything going to be done about the iPhone 6 battery draining in five minutes with IOS 11? @AppleSupport,battery_charging
75,2567093,"@AppleSupport something went very wrong here …

(by the way, changed all passwords and told iCloud to erase iPad - still waiting for erase and using iPad)",icloud_apple_id
76,2065904,@AppleSupport It’s synced to my iCloud,icloud_apple_id
77,610056,@115858 is there a way to remove @120330 news from the Apple News App. @120330 is such biased garbage!,app_issues
78,2794390,"@AppleSupport I have a purchased album that isn’t on my iPhone and also isn’t showing in my purchased items, can you help with this? Also not showing on iPod. Thanks https://t.co/lQOQIAerUt",app_store_purchases
79,1335165,@AppleSupport Wait up til 12 to order - enter my info and keeps saying its wrong now locked out- phones closed - how can I order a phone?,icloud_apple_id
80,2522560,"@AppleSupport Hello, all my services work but I always get this notification and will never actually sign in despite all services working. What gives? https://t.co/3yhnKv3QTq",icloud_apple_id
81,2296243,"@AppleSupport Yes, version 11.1.1",software_ios
82,285688,"@AppleSupport my iPhone keeps pocket dialling contacts in my phone, any way of making this stop?",hardware_device
83,2062201,@115858 your latest iPhone update sucks...literally!!  Battery drain is unreal... 😡😡,battery_charging
84,1767397,@AppleSupport Apple-iphone definitely was hacked-THOUSANDS of gigs of #photos #disappeared overnight @VerizonSupport,security_fraud
85,1643221,"@AppleSupport 
Help!!! Is this something you guys would send or is it an scam? https://t.co/oO0w1c76Ss",security_fraud
86,2779379,Seriously @115858 fix the bug which keeps randomly turning my Wi-Fi/Bluetooth on. It’s really annoying.,wifi_connectivity
87,1349473,@AppleSupport me again! Today’s issue is that my Apple Watch 3 isn’t receiving email notifications. I sent my self some test emails to check,notifications_messages
88,1637836,"@AppleSupport iPhone 8, 11.1, photos app.",app_issues
89,2182376,@AppleSupport Ive received an email stating they were you. Is there an email to report forward spam spoof phishing emails?,security_fraud
90,652816,Since #ios11 has anyone else noticed that their touch screens in the upper top left hand side is very temperamental? @AppleSupport,hardware_device
91,2811404,Scammers trying to steal my Apple ID and pass. Unnoticing individuals will be so done. @AppleSupport https://t.co/VrkWmA6o4E,app_issues
92,744270,"@AppleSupport If I were to buy a replacement SSD for my iMac Retina 5k, can I get the store to replace it for me?",mac_macos
93,2584298,Well shit @115858 you sure use a weird email address... Better click it and reset my password #scammers #lolwat #idonteven https://t.co/esNxp7uaEE,icloud_apple_id
94,2354993,@AppleSupport please cancel my 1:55 app't today at the genius bar--Jan ford,app_issues
95,549622,Good morning to everyone except @115858 because my Mac crashed while attempting to download an “update” during FINALS 🤬,software_ios
96,2950962,"New Security Update for #HighSierra - perhaps the Root Hack patch ? #apple #rootgate 
No additional informations @115858  ?",security_fraud
97,1304265,@AppleSupport why do MacBook Pro 💻 batteries expand and break for no reason? #newMacTime https://t.co/UMoaxYD93U,mac_macos
98,1347724,Hey @AppleSupport why does my phone battery suck now with your updates?? https://t.co/nejmjfOe3l,software_ios
99,1273671,"@AppleSupport Yes, currently happening after a fresh reboot. Moving files in Finder. Googling shows this is a fairly common issue, with no solution.",app_issues
100,1497351,@AppleSupport I am using iOS 11.1 and I joust noticed it yesterday. This is a recently purchased iPhone 7 so it’s still brand new with no damages,app_store_purchases
101,389404,@AppleSupport upgraded to 11.0.2 now @126 crashes. What’s the deal?,software_ios
102,807902,"@AppleSupport I usually kill the app and start again, Whatsapp is lagging too many apps are lagging.",app_issues
103,2817191,"@AppleSupport I have a MacBook Air, and awhile ago, when I sign-in to my computer, it would of make a sound. It doesn't anymore. How can I get it back on?",mac_macos
104,2438564,"@AppleSupport Yes on OS = high sierra. Problem is copy and paste will work a little while and then randomly the copy feature no longer works, try edit&gt;copy previous clipboard entry pastes. Try again no help. Try cmnd+c and nope, what pastes is what i had copied before. Like there is a limit.",mac_macos
105,1459855,"@AppleSupport If your crap password reset page worked i would not be locked out of my account.
20 min and waiting for the bloody thing.",icloud_apple_id
106,820688,"My @115858 iMac died. That’d be bad enough, but adding insult to injury is the fact that mine is &lt; 1 month old. :-(",mac_macos
107,2975658,Is it just my router or is this SUPER DUPER IMPORTANT @115858 update not downloading for everyone else?,software_ios
108,2036526,@applesupport UPS lost 2 iPhone Xs today. I'm getting serious runaround. Anything you all can do to help?,hardware_device
109,1522052,If you haven’t updated ur iphones don’t! Unitil u have no choice @115858 ever since my wife did she has had problemsCan’t login her Apple ID,icloud_apple_id
110,999188,@AppleSupport Tried all advice relating to iMac. Surely I shouldn’t need a new motherboard etc for late 2014 5k iMac?,mac_macos
111,94904,@115858 @AppleSupport this happens to my lock screen once a day at least. I hope 11.2 is going to fix this. No date/time and can’t swipe Down to see notifications or control center. Only up to unlock. https://t.co/40uZKNUpKF,notifications_messages
112,2446433,"Been trying to update an app for 2 days. Says ""waiting"". Tried to do an update. Says there's not one. Wth is going on?! @115858",software_ios
113,2017389,"@AppleSupport got a call from this number telling me my iCloud had been hacked. Scam yes, but why is it from your Glendale store? https://t.co/mGCFR9qBr3",security_fraud
114,1849605,when you brought a macbook when they had the @118845 promotion and they didnt give you the free headphones...,mac_macos
115,1202881,"@116333 if my iPhone randomly jumps to full volume one more time, I'll fly to America and throw it at your face. R u doing it on purpose?",hardware_device
116,765161,How can I change the mobile number on iTunes? I have tried to reset it but it won’t work. @AppleSupport,app_store_purchases
117,2320604,"@AppleSupport why is my IPhone X taking worse photos than a IPhone 7? And all my photos are fuzzy/blurry, and when you zoom in on the photo it clears up, but when you go back to the photos normal state its fuzzy again. I need help",hardware_device
118,2223809,@AppleSupport MacBook charger almost set my house on fire. How about a replacement?? https://t.co/6ylWqBphIH,battery_charging
119,1810544,@AppleSupport My text messages keep opening half way hidden what the shit do I need to go back to android?,notifications_messages
120,898606,Anyone else getting this on #iPhone #iOS11 doesn’t matter what app I’m in. Note someone’s #Facebook post is it as well. @AppleSupport #fb https://t.co/wMpU54R6JM,app_issues
121,2036547,"Yo @115858, for the amount of fucking money I shelled out on my new MacBook Pro only to have the USB C charging to fail this quick is a joke.",battery_charging
122,2138286,@AppleSupport Trying to perform clean install of #MacOSHighSierra on my #MacBookAir. #AppleID keeps getting “locked for security reasons”. Resetting my password each time is getting tiresome 😒,icloud_apple_id
123,1924837,"@AppleSupport Retina 5K, 27-inch, Mid 2015 High Sierra. Mail: Not syncing with gmail/g suite. Messages: Can't use Gooogle chat on it anymore... Would I need to use different app as a desktop client for google chat. If yes which one? Cheers",mac_macos
124,564026,@UPSHelp @115817 @115858 @AppleSupport not impressed with how my new iMac was delivered! https://t.co/THMCBHq5tb,mac_macos
125,286909,"@AppleSupport Is there a list of all apps that are allowed to record my screen like Uber? I want to delete all of them.

@115858",app_issues
126,1989468,My Applewatch won’t stop talking and keeps saying ‘buzzing’!!! I cant stop it and Mickey Mouse just told me the time... @AppleSupport Help!,app_issues
127,2070409,@AppleSupport is this a fake email https://t.co/HOdEqNxxyx,security_fraud
128,894857,"@AppleSupport since updating to high sierra I'm seeing lots of notifications from Time Machine, which I don't use. How do I turn off?",mac_macos
129,312175,@15293 @160285 @AppleSupport when are you gonna fix the issue with Pokémon GO plus and the bluetooth delay?,wifi_connectivity
130,2890782,"Anyone else suffering with the ‘spinning pizza of death” this morning?
Frozen iMac @115858 
apps open, mail, iTunes #SPOD",app_issues
131,116030,My phone keeps vibrating but I’m not getting any notifications @AppleSupport,notifications_messages
132,2024805,"@AppleSupport  so what the hell i cant type ""I"" my battery is draining constantly wtf is this a way to make us but the X.",battery_charging
133,1103545,@115858 @115888 ...in addition: notification center woes and cellular network issues (no data) while off WiFi?,wifi_connectivity
134,542395,"@AppleSupport My Mac account is set in Italian, but just after the last security patch (17B1003), these #macOSHighSierra warns appears in mixed English and Italian. Any solution? https://t.co/o282WIprDW",mac_macos
135,2633068,"Dear @115858 your iOS 11 is giving issues of battery levels. Sometimes the battery is at 7 % but when you connect to charger or maybe unlock phone after locking, the battery becomes 15%. Why and what??",battery_charging
136,1296300,@AppleSupport is there a link that shows ALL 4K movies in the itunes library? Your banner link does not show every movie that is 4K.,app_store_purchases
137,674663,"I hate this new update my phone doesn’t even last half a day fully charged !! 😡😡😡 , mmg @115858",software_ios
138,1757740,"@AppleSupport I have 2 computers in different rooms, my original thought was to be able to use icloud to jump between my computers and share files, I had Dropbox and switched to Icloud but it does not work the same at all. please help",icloud_apple_id
139,489707,"wowowowow my phone didn’t charge at all last night, gonna go and buy my sixth charger! thanks @115858! 🤠",battery_charging
140,1515372,"@AppleSupport can you point me to your policy on gift returns? Is it 14 days from purchase, or 14 days from when gift received?",app_store_purchases
141,2972447,@AppleSupport horrible customer service. Literally held on for 15 minutes and no advisor helped me. No wonder y'all are frauds. https://t.co/KOXRPNzyxL,security_fraud
142,2266120,@115858 @AppleSupport @46228 I️ would like to use the letter “I️” in posts and messages by apparently I️ am unable to type anything other than I️. I️ even tried to trick it and write I️ but this bug is smarter than me. Do you see the problem I️ am speaking of?,notifications_messages
143,1642360,@AppleSupport hi. Is this likely to be real or a phishing attempt pls #phish #real https://t.co/rjgqyhDWcF,security_fraud
144,2341802,"@AppleSupport Hiya. I tried three different charging cables and tried plugging it into computers, laptops and the wall socket but nothing worked. No battery icon or anything. It doesn't respond to anything so it's definitely turned off",battery_charging
145,2588323,"@AppleSupport I got disconnected, will they call me back?",wifi_connectivity
146,505056,@115858 I dropped my phone listening to music &amp; the #dongle broke. #WTF??? #disappointed #apple https://t.co/Eig8Z4WO7W,app_issues
147,1977479,"@AppleSupport my 2 month old watch does not work and your support site with my case crashes, what am i supposed to do? https://t.co/wd8NqEmrC5",software_ios
148,2816411,"i hate @115858 ! Can’t type i, can’t log in to my own account because of the two-factor authentication, can not wait to witch to a @728029",icloud_apple_id
149,2187673,@AppleSupport est-ce que le bug qui consiste à ne pas se déconnecter complètement du wifi et Bluetooth en iOS 11 va bientôt être corrigé ?,wifi_connectivity
150,851203,"@115858 since the last update, why does my phone now seem to select its own brightness, volume &amp; Bluetooth connections?",wifi_connectivity
151,1822104,@AppleSupport @156471 Why do I have to continually reboot so I can send iMessages? This is what I used to do with my old BB. #insane,notifications_messages
152,265148,@AppleSupport I got an e-mail from this address but I'm not sure if open it because i think ir could be a scam. https://t.co/XkR5Zd8nZJ,security_fraud
153,2633137,why does my phone have the cheek to turn on bluetooth whenever i restart it ? ? ? @115858 please stop this X,wifi_connectivity
154,790691,"@AppleSupport With iOS 11, I understand that you've changed the format for images from .jpg to .heic which means I can't download to a pc?",software_ios
155,5812,@AppleSupport just updated my 7 plus to 11.1 but I can’t see the new emojis on my watch. Pls help.,software_ios
156,1509387,My shitty iPhone won't charge @115858,battery_charging
157,887869,@AppleSupport @115858 hey my phone doesn’t load emails or send iMessage after the upgrade. What’s up?,notifications_messages
158,177842,"@AppleSupport I've never backed up to iTunes, but yes I have a Mac that has iTunes and I've considered doing that before I reset the settings. But I bought this phone about 3 or 4 months ago, its a 7 plus, and it's never been backed up.",app_store_purchases
159,284435,@AppleSupport I have 11.0.2 but it’s started since iOS 11 and I have an iPhone 6s,software_ios
160,331409,"@AppleSupport This doesn’t fix my issue, my screen rotates when I DO NOT want it to...",hardware_device
161,430740,@AppleSupport why does iMessage hate me lol ..,notifications_messages
162,2071899,"@83782 my brothers cable purchased from you was not good and stopped workin in few months, he give it to store and not get from 1 month, what kinda service you are providing? @115858",app_store_purchases
163,2744251,@AppleSupport Oh yeah and my notifications are not working.,notifications_messages
164,1439407,@AppleSupport just got spam email from a would-be hacker. Email address: __email__ https://t.co/OqFnwIPkH0,security_fraud
165,2587397,@AppleSupport even if it’s downloaded onto my phone and ipad?,hardware_device
166,1073907,@AppleSupport why is my battery dying so quickly since the update it was fully charged two hours ago and I’ve hardly used my phone,battery_charging
167,1598236,@AppleSupport what's my iCloud password again? I always forget.,icloud_apple_id
168,2622679,@AppleSupport Also I have to charge the battery thrice a day..seems the battery is dying though the phone is not even 2 yrs old. Look forward to your help. Tks https://t.co/zoctagG1Rl,battery_charging
169,670636,@AppleSupport I need to speak to someone asap about an email I received. I need to know if it's fraud or not. It's really important,security_fraud
170,2549915,"Aller hop mon iPhone détecte plus du tout mon chargeur, super merci @115858 !",battery_charging
171,1864513,iOS 11 is horrible! Drains my battery 1% a minute when I’m using data. Phone gets really hot as well! 😡 @115858,battery_charging
172,906816,@AppleSupport @118101 why is my phone not connecting calls?!😩😩 very confused.,wifi_connectivity
173,1162091,Is my Apple Music the only one tripping.. songs not adding to library or playlists.. playlist outta order! @AppleSupport @115948,app_issues
174,1566800,"@AppleSupport I have tried every possible way of maximising the battery life. Background refresh is off, mail isn’t pushed, brightness is down.",battery_charging
175,1443321,"@AppleSupport Yes, on Messages and on Twitter as well. Only on the lock screen notifications. Thanks for the reply :)",notifications_messages
176,449466,@AppleSupport this is a fake email right https://t.co/FqPfrhaXj4,security_fraud
177,148176,"Yep cheers iTunes, how do I fix this? Preordered the album this week @AppleSupport #WhoBuiltTheMoon https://t.co/yvyfuAsR8s",app_store_purchases
178,2057851,"Hey @AppleSupport, I have a problem to receive your SMS to verify my phone number on my apple ID and for two steps verification.
HELP ! DM ?",app_issues
179,1806933,"@AppleSupport Thanks a lot for your reply. What I had, was the blinking question mark on the screen and the Mac did not react at all. It happened after downloading High Sierra. I solved connecting an external backup disk but I’m back to Sierra, not High Sierra",mac_macos
180,566713,"@AppleSupport I know my account isn’t hacked or anything, someone would have to be on my phone to do this. I can’t cancel them, and I have no idea how they got there.",security_fraud
181,1859962,"WTF @AppleSupport, iPhone 6s plus battery only lasting half a day after iOS 11 upgrades 😠😡 !",software_ios
182,2920073,.@115858 what the FUCK did I just get charged for https://t.co/PeI2wCxazz,battery_charging
183,2061889,@AppleSupport Turned off iCloud and BOOM -- All files on desktop deleted. High Sierra Holy Smokes!! Unacceptable FAIL!!,mac_macos
184,1466153,"@AppleSupport  Hi Purchased  iphone 7 last yr from apple online , wish to change provider to #EE  I take it I just swop the SIM card over?",app_store_purchases
185,2356581,@115858 please help. The macOS update High Sierra has got stuck and has been saying “5 mins remaining” for the last 45mins! What can I do,mac_macos
186,458431,@AppleSupport Yes. I'm pretty tech savvy and am even logged into itunes and still not going thru. Just spend 40 minutes on the phone w/ Capital One and they confirm all is good with my account.,icloud_apple_id
187,2292780,@115858 next time could you maybe fix the bug where it stops connecting peoples WiFi because that seems to be the main issue here xo https://t.co/lJVcYnvIMt,wifi_connectivity
188,1149809,"@AppleSupport Can't complete my X pre-confirm because I'm blocked by this erroneous error. There is no way to ""continue to the next page."" https://t.co/vFNHVEBI0W",icloud_apple_id
189,2110925,Y’all gotta fix the WiFi settings bc when I have “ask to join networks” turned off this shit is STILL asking me like every five minutes wtf @115858,wifi_connectivity
190,2533929,My iPhone been messing up rs this dumb shit turns off by itself &amp; stops my music by itself @115858 fix your guys problems ASAP😤,hardware_device
191,400854,@AppleSupport Trying no via iTunes,app_store_purchases
192,1658616,Hey @115858 I️ would like to know why the fuck I️ can’t type I️ on my phone without it looking all whack.,security_fraud
193,620053,@115858 I want to break up with you! Several iPhones and Macs. Mac Pro Retina that is 2 years old is DEAD. #WhatHappenedApple #JobswouldnotbeHappy #IwillSTOPsuggestingApple  #LongevityOVER #disappointed #PriceNolongerJustified,app_issues
194,2805964,Nearly fell for this Phishing email. Glad I checked the Sent From email id @118936 @AppleSupport @115858 https://t.co/B1R6B0f4mN,security_fraud
195,2923617,@AppleSupport When I try to type the word “it” I.T automatically changes to “I.T” and I’ve tried to change I.T in the keyboard shortcut settings but it’s still not working.,hardware_device
196,242578,@AppleSupport iCloud I think!,icloud_apple_id
197,2285825,Anyone else seen this weird behavior in iOS 11? Not sure who this cellular carrier is. @AppleSupport https://t.co/IoVP0Aq1jB,software_ios
198,862754,"Por qué con el nuevo IOS, se activa el wifi y Bluetooth automáticamente, sin que yo los active? @12228 @AppleSupport",wifi_connectivity
199,1709959,"@AppleSupport 11.1. Messages out of order, an emoji of an A in a box keeps popping up without me using it in messages and it’s slower",notifications_messages
200,1367033,"@AppleSupport Password changes aren’t propagating across my devices. In some cases, very old passwords are turning up again.",icloud_apple_id
